Subject_Name,Evaluation_Name,Student_Name,Grade
Anthropology,Primer Parcial,Alice Green,2.0
Anthropology,TP1,Alice Green,2.0
Anthropology,TP2,Alice Green,2.0
Anthropology,Segundo Parcial,Alice Green,2.0
Anthropology,Examen Final,Alice Green,2.0
Anthropology,TP Final,Alice Green,2.0
Anthropology,TP3,Alice Green,2.0
Anthropology,TP9,Alice Green,2.0
Anthropology,TP10,Alice Green,2.0
Anthropology,TP7,Alice Green,2.0
Anthropology,TP7,Alice Indigo,2.0
Anthropology,TP3,Alice Indigo,2.0
Anthropology,TP5,Alice Indigo,2.0
Anthropology,Segundo Parcial,Alice Indigo,2.0
Anthropology,Primer Parcial,Alice Indigo,2.0
Anthropology,TP10,Alice Indigo,2.0
Anthropology,TP8,Alice Indigo,2.0
Anthropology,TP6,Alice Indigo,2.0
Anthropology,TP2,Alice Indigo,2.0
Anthropology,TP1,Alice Indigo,2.0
Anthropology,TP Final,Alice Indigo,2.0
Anthropology,TP9,Alice Indigo,2.0
Anthropology,TP4,Alice Indigo,2.0
Anthropology,Examen Final,Alice Indigo,2.0
Anthropology,TP5,Alice Johnson,2.0
Anthropology,TP7,Alice Johnson,2.0
Anthropology,TP6,Alice Johnson,2.0
Anthropology,Segundo Parcial,Alice Johnson,2.0
Anthropology,TP8,Alice Johnson,2.0
Anthropology,TP Final,Alice Johnson,2.0
Anthropology,TP3,Alice Johnson,2.0
Anthropology,TP1,Alice Johnson,2.0
Anthropology,TP4,Alice Johnson,2.0
Anthropology,Primer Parcial,Alice Johnson,2.0
Anthropology,TP9,Alice Johnson,2.0
Anthropology,TP2,Alice Johnson,2.0
Anthropology,TP10,Alice Johnson,2.0
Anthropology,Examen Final,Alice Johnson,2.0
Anthropology,TP5,Alice Orange,2.0
Anthropology,TP4,Alice Orange,2.0
Anthropology,TP8,Alice Orange,2.0
Anthropology,TP Final,Alice Orange,2.0
Anthropology,TP3,Alice Orange,2.0
Anthropology,Segundo Parcial,Alice Orange,2.0
Anthropology,TP10,Alice Orange,2.0
Anthropology,TP1,Alice Orange,2.0
Anthropology,TP7,Alice Orange,2.0
Anthropology,Examen Final,Alice Orange,2.0
Anthropology,TP9,Alice Orange,2.0
Anthropology,TP6,Alice Orange,2.0
Anthropology,Primer Parcial,Alice Orange,2.0
Anthropology,TP2,Alice Orange,2.0
Anthropology,Primer Parcial,Alice Pink,2.0
Anthropology,TP2,Alice Pink,2.0
Anthropology,TP1,Alice Pink,2.0
Anthropology,TP10,Alice Pink,2.0
Anthropology,TP7,Alice Pink,2.0
Anthropology,TP Final,Alice Pink,2.0
Anthropology,TP9,Alice Pink,2.0
Anthropology,TP3,Alice Pink,2.0
Anthropology,TP4,Alice Pink,2.0
Anthropology,TP8,Alice Pink,2.0
Anthropology,Segundo Parcial,Alice Pink,2.0
Anthropology,TP5,Alice Pink,2.0
Anthropology,TP6,Alice Pink,2.0
Anthropology,Examen Final,Alice Pink,2.0
Anthropology,Primer Parcial,Alice Purple,2.0
Anthropology,TP1,Alice Purple,2.0
Anthropology,TP7,Alice Purple,2.0
Anthropology,TP10,Alice Purple,2.0
Anthropology,Examen Final,Alice Purple,2.0
Anthropology,TP3,Alice Purple,2.0
Anthropology,TP6,Alice Purple,2.0
Anthropology,TP9,Alice Purple,2.0
Anthropology,TP4,Alice Purple,2.0
Anthropology,TP2,Alice Purple,2.0
Anthropology,TP5,Alice Purple,2.0
Anthropology,TP Final,Alice Purple,2.0
Anthropology,TP8,Alice Purple,2.0
Anthropology,Segundo Parcial,Alice Purple,2.0
Anthropology,TP7,Alice Red,2.0
Anthropology,TP Final,Alice Red,2.0
Anthropology,Examen Final,Alice Red,2.0
Anthropology,TP3,Alice Red,2.0
Anthropology,TP1,Alice Red,2.0
Anthropology,Segundo Parcial,Alice Red,2.0
Anthropology,TP9,Alice Red,2.0
Anthropology,Primer Parcial,Alice Red,2.0
Anthropology,TP4,Alice Red,2.0
Anthropology,TP6,Alice Red,2.0
Anthropology,TP8,Alice Red,2.0
Anthropology,TP5,Alice Red,2.0
Anthropology,TP10,Alice Red,2.0
Anthropology,TP2,Alice Red,2.0
Anthropology,Primer Parcial,Alice Violet,2.0
Anthropology,TP5,Alice Violet,2.0
Anthropology,TP6,Alice Violet,2.0
Anthropology,TP3,Alice Violet,2.0
Anthropology,TP8,Alice Violet,2.0
Anthropology,TP7,Alice Violet,2.0
Anthropology,TP9,Alice Violet,2.0
Anthropology,TP2,Alice Violet,2.0
Anthropology,TP Final,Alice Violet,2.0
Anthropology,TP1,Alice Violet,2.0
Anthropology,TP4,Alice Violet,2.0
Anthropology,Examen Final,Alice Violet,2.0
Anthropology,TP10,Alice Violet,2.0
Anthropology,Segundo Parcial,Alice Violet,2.0
Anthropology,TP6,Alice White,2.0
Anthropology,TP8,Alice White,2.0
Anthropology,Segundo Parcial,Alice White,2.0
Anthropology,Primer Parcial,Alice White,2.0
Anthropology,TP Final,Alice White,2.0
Anthropology,TP9,Alice White,2.0
Anthropology,TP1,Alice White,2.0
Anthropology,TP2,Alice White,2.0
Anthropology,TP4,Alice White,2.0
Anthropology,TP5,Alice White,2.0
Anthropology,TP7,Alice White,2.0
Anthropology,Examen Final,Alice White,2.0
Anthropology,TP3,Alice White,2.0
Anthropology,TP10,Alice White,2.0
Anthropology,TP1,Alice Yellow,2.0
Anthropology,TP2,Alice Yellow,2.0
Anthropology,TP7,Alice Yellow,2.0
Anthropology,TP5,Alice Yellow,2.0
Anthropology,TP3,Alice Yellow,2.0
Anthropology,TP4,Alice Yellow,2.0
Anthropology,TP6,Alice Yellow,2.0
Anthropology,TP Final,Alice Yellow,2.0
Anthropology,Examen Final,Alice Yellow,2.0
Anthropology,TP10,Alice Yellow,2.0
Anthropology,Primer Parcial,Alice Yellow,2.0
Anthropology,TP9,Alice Yellow,2.0
Anthropology,Segundo Parcial,Alice Yellow,2.0
Anthropology,TP8,Alice Yellow,2.0
Anthropology,TP10,Bob Azure,2.0
Anthropology,TP2,Bob Azure,2.0
Anthropology,TP3,Bob Azure,2.0
Anthropology,TP9,Bob Azure,2.0
Anthropology,TP6,Bob Azure,2.0
Anthropology,TP8,Bob Azure,2.0
Anthropology,TP1,Bob Azure,2.0
Anthropology,Segundo Parcial,Bob Azure,2.0
Anthropology,Primer Parcial,Bob Azure,2.0
Anthropology,TP4,Bob Azure,2.0
Anthropology,TP7,Bob Azure,2.0
Anthropology,TP5,Bob Azure,2.0
Anthropology,TP Final,Bob Azure,2.0
Anthropology,Examen Final,Bob Azure,2.0
Anthropology,TP7,Bob Beige,2.0
Anthropology,TP10,Bob Beige,2.0
Anthropology,TP3,Bob Beige,2.0
Anthropology,TP2,Bob Beige,2.0
Anthropology,TP6,Bob Beige,2.0
Anthropology,TP8,Bob Beige,2.0
Anthropology,TP4,Bob Beige,2.0
Anthropology,Segundo Parcial,Bob Beige,2.0
Anthropology,TP9,Bob Beige,2.0
Anthropology,TP1,Bob Beige,2.0
Anthropology,TP Final,Bob Beige,2.0
Anthropology,Primer Parcial,Bob Beige,2.0
Anthropology,Examen Final,Bob Beige,2.0
Anthropology,TP5,Bob Beige,2.0
Anthropology,TP Final,Bob Blue,2.0
Anthropology,TP3,Bob Blue,2.0
Anthropology,TP5,Bob Blue,2.0
Anthropology,TP1,Bob Blue,2.0
Anthropology,TP7,Bob Blue,2.0
Anthropology,Segundo Parcial,Bob Blue,2.0
Anthropology,TP8,Bob Blue,2.0
Anthropology,TP6,Bob Blue,2.0
Anthropology,TP10,Bob Blue,2.0
Anthropology,TP4,Bob Blue,2.0
Anthropology,TP9,Bob Blue,2.0
Anthropology,Examen Final,Bob Blue,2.0
Anthropology,TP2,Bob Blue,2.0
Anthropology,Primer Parcial,Bob Blue,2.0
Anthropology,TP Final,Bob Cyan,2.0
Anthropology,TP1,Bob Cyan,2.0
Anthropology,TP3,Bob Cyan,2.0
Anthropology,TP2,Bob Cyan,2.0
Anthropology,TP5,Bob Cyan,2.0
Anthropology,TP7,Bob Cyan,2.0
Anthropology,Examen Final,Bob Cyan,2.0
Anthropology,TP8,Bob Cyan,2.0
Anthropology,Segundo Parcial,Bob Cyan,2.0
Anthropology,TP4,Bob Cyan,2.0
Anthropology,TP9,Bob Cyan,2.0
Anthropology,TP6,Bob Cyan,2.0
Anthropology,TP10,Bob Cyan,2.0
Anthropology,Primer Parcial,Bob Cyan,2.0
Anthropology,TP10,Bob Davis,2.0
Anthropology,TP3,Bob Davis,2.0
Anthropology,Examen Final,Bob Davis,2.0
Anthropology,TP5,Bob Davis,2.0
Anthropology,TP9,Bob Davis,2.0
Anthropology,Segundo Parcial,Bob Davis,2.0
Anthropology,TP8,Bob Davis,2.0
Anthropology,TP6,Bob Davis,2.0
Anthropology,TP1,Bob Davis,2.0
Anthropology,Primer Parcial,Bob Davis,2.0
Anthropology,TP2,Bob Davis,2.0
Anthropology,TP4,Bob Davis,2.0
Anthropology,TP7,Bob Davis,2.0
Anthropology,TP Final,Bob Davis,2.0
Anthropology,TP3,Bob Gray,2.0
Anthropology,TP6,Bob Gray,2.0
Anthropology,TP7,Bob Gray,2.0
Anthropology,Primer Parcial,Bob Gray,2.0
Anthropology,Segundo Parcial,Bob Gray,2.0
Anthropology,TP4,Bob Gray,2.0
Anthropology,TP9,Bob Gray,2.0
Anthropology,TP Final,Bob Gray,2.0
Anthropology,TP5,Bob Gray,2.0
Anthropology,TP10,Bob Gray,2.0
Anthropology,TP1,Bob Gray,2.0
Anthropology,TP2,Bob Gray,2.0
Anthropology,TP8,Bob Gray,2.0
Anthropology,Examen Final,Bob Gray,2.0
Anthropology,Primer Parcial,Bob Green,2.0
Anthropology,TP4,Bob Green,2.0
Anthropology,TP2,Bob Green,2.0
Anthropology,TP Final,Bob Green,2.0
Anthropology,TP6,Bob Green,2.0
Anthropology,TP3,Bob Green,2.0
Anthropology,TP1,Bob Green,2.0
Anthropology,TP9,Bob Green,2.0
Anthropology,TP10,Bob Green,2.0
Anthropology,TP7,Bob Green,2.0
Anthropology,TP8,Bob Green,2.0
Anthropology,Segundo Parcial,Bob Green,2.0
Anthropology,Examen Final,Bob Green,2.0
Anthropology,TP5,Bob Green,2.0
Anthropology,TP8,Bob Indigo,2.0
Anthropology,TP5,Bob Indigo,2.0
Anthropology,TP4,Bob Indigo,2.0
Anthropology,Examen Final,Bob Indigo,2.0
Anthropology,TP2,Bob Indigo,2.0
Anthropology,TP6,Bob Indigo,2.0
Anthropology,TP1,Bob Indigo,2.0
Anthropology,TP3,Bob Indigo,2.0
Anthropology,TP9,Bob Indigo,2.0
Anthropology,TP10,Bob Indigo,2.0
Anthropology,TP7,Bob Indigo,2.0
Anthropology,Segundo Parcial,Bob Indigo,2.0
Anthropology,TP Final,Bob Indigo,2.0
Anthropology,Primer Parcial,Bob Indigo,2.0
Anthropology,TP10,Bob Orange,2.0
Anthropology,TP6,Bob Orange,2.0
Anthropology,TP1,Bob Orange,2.0
Anthropology,TP5,Bob Orange,2.0
Anthropology,Examen Final,Bob Orange,2.0
Anthropology,TP4,Bob Orange,2.0
Anthropology,TP7,Bob Orange,2.0
Anthropology,Segundo Parcial,Bob Orange,2.0
Anthropology,TP3,Bob Orange,2.0
Anthropology,TP8,Bob Orange,2.0
Anthropology,TP9,Bob Orange,2.0
Anthropology,TP Final,Bob Orange,2.0
Anthropology,Primer Parcial,Bob Orange,2.0
Anthropology,TP2,Bob Orange,2.0
Anthropology,TP1,Bob Pink,2.0
Anthropology,Primer Parcial,Bob Pink,2.0
Anthropology,TP7,Bob Pink,2.0
Anthropology,TP3,Bob Pink,2.0
Anthropology,TP9,Bob Pink,2.0
Anthropology,TP Final,Bob Pink,2.0
Anthropology,TP2,Bob Pink,2.0
Anthropology,TP10,Bob Pink,2.0
Anthropology,TP4,Bob Pink,2.0
Anthropology,TP6,Bob Pink,2.0
Anthropology,TP5,Bob Pink,2.0
Anthropology,TP8,Bob Pink,2.0
Anthropology,Examen Final,Bob Pink,2.0
Anthropology,Segundo Parcial,Bob Pink,2.0
Anthropology,Segundo Parcial,Bob Red,2.0
Anthropology,TP7,Bob Red,2.0
Anthropology,TP3,Bob Red,2.0
Anthropology,TP5,Bob Red,2.0
Anthropology,TP4,Bob Red,2.0
Anthropology,TP9,Bob Red,2.0
Anthropology,Primer Parcial,Bob Red,2.0
Anthropology,TP Final,Bob Red,2.0
Anthropology,TP1,Bob Red,2.0
Anthropology,Examen Final,Bob Red,2.0
Anthropology,TP8,Bob Red,2.0
Anthropology,TP6,Bob Red,2.0
Anthropology,TP2,Bob Red,2.0
Anthropology,TP10,Bob Red,2.0
Anthropology,TP10,Bob Teal,2.0
Anthropology,TP5,Bob Teal,2.0
Anthropology,TP9,Bob Teal,2.0
Anthropology,TP8,Bob Teal,2.0
Anthropology,Segundo Parcial,Bob Teal,2.0
Anthropology,Examen Final,Bob Teal,2.0
Anthropology,TP4,Bob Teal,2.0
Anthropology,Primer Parcial,Bob Teal,2.0
Anthropology,TP6,Bob Teal,2.0
Anthropology,TP1,Bob Teal,2.0
Anthropology,TP7,Bob Teal,2.0
Anthropology,TP Final,Bob Teal,2.0
Anthropology,TP3,Bob Teal,2.0
Anthropology,TP2,Bob Teal,2.0
Anthropology,TP3,Bob Violet,2.0
Anthropology,TP8,Bob Violet,2.0
Anthropology,TP4,Bob Violet,2.0
Anthropology,Primer Parcial,Bob Violet,2.0
Anthropology,TP2,Bob Violet,2.0
Anthropology,TP10,Bob Violet,2.0
Anthropology,Examen Final,Bob Violet,2.0
Anthropology,TP7,Bob Violet,2.0
Anthropology,TP5,Bob Violet,2.0
Anthropology,TP6,Bob Violet,2.0
Anthropology,TP Final,Bob Violet,2.0
Anthropology,TP1,Bob Violet,2.0
Anthropology,TP9,Bob Violet,2.0
Anthropology,Segundo Parcial,Bob Violet,2.0
Anthropology,TP3,Bob White,2.0
Anthropology,TP9,Bob White,2.0
Anthropology,TP6,Bob White,2.0
Anthropology,TP7,Bob White,2.0
Anthropology,TP8,Bob White,2.0
Anthropology,Examen Final,Bob White,2.0
Anthropology,TP5,Bob White,2.0
Anthropology,TP4,Bob White,2.0
Anthropology,Segundo Parcial,Bob White,2.0
Anthropology,TP Final,Bob White,2.0
Anthropology,TP1,Bob White,2.0
Anthropology,Primer Parcial,Bob White,2.0
Anthropology,TP2,Bob White,2.0
Anthropology,TP10,Bob White,2.0
Anthropology,TP1,Bob Yellow,2.0
Anthropology,TP2,Bob Yellow,2.0
Anthropology,TP4,Bob Yellow,2.0
Anthropology,TP3,Bob Yellow,2.0
Anthropology,TP Final,Bob Yellow,2.0
Anthropology,Examen Final,Bob Yellow,2.0
Anthropology,TP9,Bob Yellow,2.0
Anthropology,TP8,Bob Yellow,2.0
Anthropology,Segundo Parcial,Bob Yellow,2.0
Anthropology,Primer Parcial,Bob Yellow,2.0
Anthropology,TP5,Bob Yellow,2.0
Anthropology,TP6,Bob Yellow,2.0
Anthropology,TP10,Bob Yellow,2.0
Anthropology,TP7,Bob Yellow,2.0
Anthropology,TP10,Charlie Azure,2.0
Anthropology,TP Final,Charlie Azure,2.0
Anthropology,TP7,Charlie Azure,2.0
Anthropology,TP3,Charlie Azure,2.0
Anthropology,TP4,Charlie Azure,2.0
Anthropology,TP2,Charlie Azure,2.0
Anthropology,TP8,Charlie Azure,2.0
Anthropology,Segundo Parcial,Charlie Azure,2.0
Anthropology,Primer Parcial,Charlie Azure,2.0
Anthropology,TP1,Charlie Azure,2.0
Anthropology,TP6,Charlie Azure,2.0
Anthropology,Examen Final,Charlie Azure,2.0
Anthropology,TP5,Charlie Azure,2.0
Anthropology,TP9,Charlie Azure,2.0
Anthropology,TP1,Charlie Beige,2.0
Anthropology,TP5,Charlie Beige,2.0
Anthropology,TP8,Charlie Beige,2.0
Anthropology,Examen Final,Charlie Beige,2.0
Anthropology,Primer Parcial,Charlie Beige,2.0
Anthropology,TP2,Charlie Beige,2.0
Anthropology,TP Final,Charlie Beige,2.0
Anthropology,TP6,Charlie Beige,2.0
Anthropology,TP7,Charlie Beige,2.0
Anthropology,TP10,Charlie Beige,2.0
Anthropology,TP9,Charlie Beige,2.0
Anthropology,TP4,Charlie Beige,2.0
Anthropology,TP3,Charlie Beige,2.0
Anthropology,Segundo Parcial,Charlie Beige,2.0
Anthropology,TP9,Charlie Black,2.0
Anthropology,TP Final,Charlie Black,2.0
Anthropology,TP7,Charlie Black,2.0
Anthropology,TP8,Charlie Black,2.0
Anthropology,TP2,Charlie Black,2.0
Anthropology,TP5,Charlie Black,2.0
Anthropology,Segundo Parcial,Charlie Black,2.0
Anthropology,TP10,Charlie Black,2.0
Anthropology,TP4,Charlie Black,2.0
Anthropology,Examen Final,Charlie Black,2.0
Anthropology,TP1,Charlie Black,2.0
Anthropology,Primer Parcial,Charlie Black,2.0
Anthropology,TP6,Charlie Black,2.0
Anthropology,TP3,Charlie Black,2.0
Anthropology,TP4,Charlie Brown,2.0
Anthropology,TP2,Charlie Brown,2.0
Anthropology,TP10,Charlie Brown,2.0
Anthropology,TP7,Charlie Brown,2.0
Anthropology,Examen Final,Charlie Brown,2.0
Anthropology,Primer Parcial,Charlie Brown,2.0
Anthropology,TP8,Charlie Brown,2.0
Anthropology,Segundo Parcial,Charlie Brown,2.0
Anthropology,TP6,Charlie Brown,2.0
Anthropology,TP3,Charlie Brown,2.0
Anthropology,TP Final,Charlie Brown,2.0
Anthropology,TP9,Charlie Brown,2.0
Anthropology,TP5,Charlie Brown,2.0
Anthropology,TP1,Charlie Brown,2.0
Anthropology,TP2,Charlie Cyan,2.0
Anthropology,Examen Final,Charlie Cyan,2.0
Anthropology,Primer Parcial,Charlie Cyan,2.0
Anthropology,Segundo Parcial,Charlie Cyan,2.0
Anthropology,TP Final,Charlie Cyan,2.0
Anthropology,TP8,Charlie Cyan,2.0
Anthropology,TP6,Charlie Cyan,2.0
Anthropology,TP9,Charlie Cyan,2.0
Anthropology,TP10,Charlie Cyan,2.0
Anthropology,TP7,Charlie Cyan,2.0
Anthropology,TP5,Charlie Cyan,2.0
Anthropology,TP3,Charlie Cyan,2.0
Anthropology,TP1,Charlie Cyan,2.0
Anthropology,TP4,Charlie Cyan,2.0
Anthropology,TP7,Charlie Davis,2.0
Anthropology,TP3,Charlie Davis,2.0
Anthropology,Segundo Parcial,Charlie Davis,2.0
Anthropology,TP8,Charlie Davis,2.0
Anthropology,TP9,Charlie Davis,2.0
Anthropology,TP5,Charlie Davis,2.0
Anthropology,TP6,Charlie Davis,2.0
Anthropology,Primer Parcial,Charlie Davis,2.0
Anthropology,TP10,Charlie Davis,2.0
Anthropology,TP4,Charlie Davis,2.0
Anthropology,Examen Final,Charlie Davis,2.0
Anthropology,TP Final,Charlie Davis,2.0
Anthropology,TP2,Charlie Davis,2.0
Anthropology,TP1,Charlie Davis,2.0
Anthropology,TP9,Charlie Indigo,2.0
Anthropology,TP7,Charlie Indigo,2.0
Anthropology,TP5,Charlie Indigo,2.0
Anthropology,Primer Parcial,Charlie Indigo,2.0
Anthropology,Segundo Parcial,Charlie Indigo,2.0
Anthropology,TP2,Charlie Indigo,2.0
Anthropology,TP Final,Charlie Indigo,2.0
Anthropology,Examen Final,Charlie Indigo,2.0
Anthropology,TP6,Charlie Indigo,2.0
Anthropology,TP10,Charlie Indigo,2.0
Anthropology,TP1,Charlie Indigo,2.0
Anthropology,TP4,Charlie Indigo,2.0
Anthropology,TP8,Charlie Indigo,2.0
Anthropology,TP3,Charlie Indigo,2.0
Anthropology,Examen Final,Charlie Johnson,2.0
Anthropology,TP5,Charlie Johnson,2.0
Anthropology,TP8,Charlie Johnson,2.0
Anthropology,TP7,Charlie Johnson,2.0
Anthropology,TP2,Charlie Johnson,2.0
Anthropology,Segundo Parcial,Charlie Johnson,2.0
Anthropology,TP1,Charlie Johnson,2.0
Anthropology,TP3,Charlie Johnson,2.0
Anthropology,Primer Parcial,Charlie Johnson,2.0
Anthropology,TP4,Charlie Johnson,2.0
Anthropology,TP10,Charlie Johnson,2.0
Anthropology,TP9,Charlie Johnson,2.0
Anthropology,TP Final,Charlie Johnson,2.0
Anthropology,TP6,Charlie Johnson,2.0
Anthropology,TP1,Charlie Orange,2.0
Anthropology,Primer Parcial,Charlie Orange,2.0
Anthropology,TP5,Charlie Orange,2.0
Anthropology,TP2,Charlie Orange,2.0
Anthropology,TP8,Charlie Orange,2.0
Anthropology,TP10,Charlie Orange,2.0
Anthropology,TP Final,Charlie Orange,2.0
Anthropology,TP7,Charlie Orange,2.0
Anthropology,TP4,Charlie Orange,2.0
Anthropology,TP9,Charlie Orange,2.0
Anthropology,TP3,Charlie Orange,2.0
Anthropology,TP6,Charlie Orange,2.0
Anthropology,Examen Final,Charlie Orange,2.0
Anthropology,Segundo Parcial,Charlie Orange,2.0
Anthropology,TP6,Charlie Pink,2.0
Anthropology,TP9,Charlie Pink,2.0
Anthropology,TP8,Charlie Pink,2.0
Anthropology,TP5,Charlie Pink,2.0
Anthropology,TP1,Charlie Pink,2.0
Anthropology,Examen Final,Charlie Pink,2.0
Anthropology,Primer Parcial,Charlie Pink,2.0
Anthropology,TP Final,Charlie Pink,2.0
Anthropology,TP3,Charlie Pink,2.0
Anthropology,TP10,Charlie Pink,2.0
Anthropology,Segundo Parcial,Charlie Pink,2.0
Anthropology,TP4,Charlie Pink,2.0
Anthropology,TP2,Charlie Pink,2.0
Anthropology,TP7,Charlie Pink,2.0
Anthropology,TP9,Charlie Purple,2.0
Anthropology,TP10,Charlie Purple,2.0
Anthropology,Primer Parcial,Charlie Purple,2.0
Anthropology,TP1,Charlie Purple,2.0
Anthropology,TP8,Charlie Purple,2.0
Anthropology,Segundo Parcial,Charlie Purple,2.0
Anthropology,TP5,Charlie Purple,2.0
Anthropology,TP6,Charlie Purple,2.0
Anthropology,Examen Final,Charlie Purple,2.0
Anthropology,TP Final,Charlie Purple,2.0
Anthropology,TP7,Charlie Purple,2.0
Anthropology,TP2,Charlie Purple,2.0
Anthropology,TP3,Charlie Purple,2.0
Anthropology,TP4,Charlie Purple,2.0
Anthropology,Examen Final,Charlie Teal,2.0
Anthropology,TP1,Charlie Teal,2.0
Anthropology,TP2,Charlie Teal,2.0
Anthropology,TP10,Charlie Teal,2.0
Anthropology,TP9,Charlie Teal,2.0
Anthropology,TP Final,Charlie Teal,2.0
Anthropology,TP3,Charlie Teal,2.0
Anthropology,Primer Parcial,Charlie Teal,2.0
Anthropology,TP6,Charlie Teal,2.0
Anthropology,TP5,Charlie Teal,2.0
Anthropology,TP4,Charlie Teal,2.0
Anthropology,TP7,Charlie Teal,2.0
Anthropology,TP8,Charlie Teal,2.0
Anthropology,Segundo Parcial,Charlie Teal,2.0
Anthropology,TP7,Charlie Violet,2.0
Anthropology,Segundo Parcial,Charlie Violet,2.0
Anthropology,TP Final,Charlie Violet,2.0
Anthropology,Examen Final,Charlie Violet,2.0
Anthropology,TP6,Charlie Violet,2.0
Anthropology,TP1,Charlie Violet,2.0
Anthropology,TP10,Charlie Violet,2.0
Anthropology,TP2,Charlie Violet,2.0
Anthropology,TP9,Charlie Violet,2.0
Anthropology,Primer Parcial,Charlie Violet,2.0
Anthropology,TP8,Charlie Violet,2.0
Anthropology,TP4,Charlie Violet,2.0
Anthropology,TP5,Charlie Violet,2.0
Anthropology,TP3,Charlie Violet,2.0
Anthropology,TP5,Charlie Yellow,2.0
Anthropology,TP6,Charlie Yellow,2.0
Anthropology,TP2,Charlie Yellow,2.0
Anthropology,TP3,Charlie Yellow,2.0
Anthropology,TP8,Charlie Yellow,2.0
Anthropology,TP7,Charlie Yellow,2.0
Anthropology,Primer Parcial,Charlie Yellow,2.0
Anthropology,Examen Final,Charlie Yellow,2.0
Anthropology,Segundo Parcial,Charlie Yellow,2.0
Anthropology,TP1,Charlie Yellow,2.0
Anthropology,TP Final,Charlie Yellow,2.0
Anthropology,TP9,Charlie Yellow,2.0
Anthropology,TP10,Charlie Yellow,2.0
Anthropology,TP4,Charlie Yellow,2.0
Anthropology,TP6,Dana Azure,2.0
Anthropology,Primer Parcial,Dana Azure,2.0
Anthropology,TP2,Dana Azure,2.0
Anthropology,Segundo Parcial,Dana Azure,2.0
Anthropology,TP3,Dana Azure,2.0
Anthropology,TP Final,Dana Azure,2.0
Anthropology,TP10,Dana Azure,2.0
Anthropology,TP4,Dana Azure,2.0
Anthropology,TP5,Dana Azure,2.0
Anthropology,TP7,Dana Azure,2.0
Anthropology,TP8,Dana Azure,2.0
Anthropology,Examen Final,Dana Azure,2.0
Anthropology,TP1,Dana Azure,2.0
Anthropology,TP9,Dana Azure,2.0
Anthropology,TP1,Dana Beige,2.0
Anthropology,TP10,Dana Beige,2.0
Anthropology,TP8,Dana Beige,2.0
Anthropology,TP5,Dana Beige,2.0
Anthropology,Primer Parcial,Dana Beige,2.0
Anthropology,TP6,Dana Beige,2.0
Anthropology,TP9,Dana Beige,2.0
Anthropology,Segundo Parcial,Dana Beige,2.0
Anthropology,TP Final,Dana Beige,2.0
Anthropology,TP3,Dana Beige,2.0
Anthropology,TP7,Dana Beige,2.0
Anthropology,TP4,Dana Beige,2.0
Anthropology,TP2,Dana Beige,2.0
Anthropology,Examen Final,Dana Beige,2.0
Anthropology,TP3,Dana Black,2.0
Anthropology,Examen Final,Dana Black,2.0
Anthropology,TP7,Dana Black,2.0
Anthropology,TP10,Dana Black,2.0
Anthropology,TP1,Dana Black,2.0
Anthropology,TP6,Dana Black,2.0
Anthropology,TP8,Dana Black,2.0
Anthropology,TP2,Dana Black,2.0
Anthropology,TP5,Dana Black,2.0
Anthropology,TP4,Dana Black,2.0
Anthropology,TP Final,Dana Black,2.0
Anthropology,Primer Parcial,Dana Black,2.0
Anthropology,Segundo Parcial,Dana Black,2.0
